;current_time;tau_X;tau_N;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle;target_north_from_observer;target_east_from_observer
2025-11-24_17:12:53:454502;1764000773.4434469;-168.58381953571927;-31.416180464280718;59.90870566666667;10.719348333333333;0.0;59.90870566666667;10.719348333333333;0.0;1764000773.4414473;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.002696580622233;0.47560618670222665;9.631740571780512e-08;1764000773.3403213;0.10312557220458984;0.0;0.0;0.0;-0.0;605.3429371184284;1010.4528121408731;-18.99730341937777;-34.575606186702096;39.450856522841356;-2.0732113232275835;0.0;-20.0;-34.249999999999865
2025-11-24_17:12:53:579669;1764000773.5526857;-168.52528300744393;-31.47471699255608;59.908705;10.7193495;0.0;59.908705;10.7193495;0.0;1764000773.5526857;0;0.8889342680298375;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.002696580622233;0.47560618670222665;9.631740571780512e-08;1764000773.4434469;0.10923886299133301;0.0;0.0;0.0;-0.0;604.6398682262717;1010.6353584213534;-18.99730341937777;-34.725606186702095;39.58238575732677;-2.0713864821197516;0.0;-20.0;-34.399999999999864
2025-11-24_17:12:53:688175;1764000773.6726134;-168.62446341998873;-31.375536580011275;59.908705;10.719348833333333;0.0;59.908705;10.719348833333333;0.0;1764000773.6684933;0;0.3221072562700591;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.0769703952070966;0.5408854781441019;1.1310560160682215e-07;1764000773.5526857;0.11992764472961426;0.0;0.0;0.0;-0.0;605.8306216096988;1010.3260447056159;-18.9230296047929;-34.94088547814397;39.73596012959346;-2.067146424743777;0.0;-20.0;-34.54999999999986
2025-11-24_17:12:53:811159;1764000773.7853222;-168.60142856428988;-31.39857143571012;59.908705;10.719348833333333;0.0;59.908705;10.719348833333333;0.0;1764000773.7750208;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.0769704007147958;0.5035830313489802;1.0991401927507027e-07;1764000773.6726134;0.11270880699157715;0.0;0.0;0.0;-0.0;605.554275432524;1010.3978918972429;-18.923029599285204;-35.05358303134884;39.83509423298872;-2.0657991512473663;0.0;-20.0;-34.69999999999986
2025-11-24_17:12:53:894755;1764000773.881984;-168.64061803455212;-31.359381965447874;59.90870483333333;10.719349;0.0;59.90870483333333;10.719349;0.0;1764000773.8801641;0;0.19762270031489124;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.0769704007147958;0.5035830313489802;1.0991401927507027e-07;1764000773.7853222;0.09666180610656738;0.0;0.0;0.0;-0.0;606.0243512495952;1010.2756543789554;-18.923029599285204;-35.20358303134884;39.967152856570806;-2.0640163082585676;0.0;-20.0;-34.84999999999986
2025-11-24_17:12:54:045038;1764000774.029338;-168.67002391385068;-31.329976086149323;59.90870483333333;10.719349;0.0;59.90870483333333;10.719349;0.0;1764000774.0148876;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.0955388546948175;0.5129086455668117;1.1337944039180314e-07;1764000773.881984;0.1473538875579834;0.0;0.0;0.0;-0.0;606.376834056294;1010.1839235557225;-18.904461145305184;-35.36290864556667;40.098802464276254;-2.061727201441585;0.0;-20.0;-34.99999999999986
2025-11-24_17:12:54:119321;1764000774.101714;-168.71303807744673;-31.286961922553285;59.9087045;10.719349166666667;0.0;59.9087045;10.719349166666667;0.0;1764000774.101714;0;0.44099424717394375;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.0955388546948175;0.5129086455668117;1.1337944039180314e-07;1764000774.029338;0.07237601280212402;0.0;0.0;0.0;-0.0;606.8920680826606;1010.049727062;-18.904461145305184;-35.51290864556667;40.23114877383838;-2.0599694318429775;0.0;-20.0;-35.14999999999986
2025-11-24_17:12:54:234685;1764000774.2212486;-168.7499467781787;-31.2500532218213;59.9087045;10.719349166666667;0.0;59.9087045;10.719349166666667;0.0;1764000774.2188294;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.132675764112434;0.5222342627273394;1.216184338237447e-07;1764000774.101714;0.11953473091125488;0.0;0.0;0.0;-0.0;607.3338209619812;1009.934564305296;-18.867324235887565;-35.672234262727194;40.354482044959994;-2.0573018675570687;0.0;-20.0;-35.299999999999855
2025-11-24_17:12:54:340719;1764000774.3245697;-168.76596797907104;-31.23403202092898;59.908704166666666;10.719349666666666;0.0;59.908704166666666;10.719349666666666;0.0;1764000774.3182778;0;0.46753609553654735;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.132675764112434;0.5222342627273394;1.216184338237447e-07;1764000774.2212486;0.10332107543945312;0.0;0.0;0.0;-0.0;607.5254755431288;1009.8845707674767;-18.867324235887565;-35.82223426272719;40.487138592345794;-2.0555696879260674;0.0;-20.0;-35.449999999999854
2025-11-24_17:12:54:455548;1764000774.4227774;-168.83211811547432;-31.167881884525688;59.908704166666666;10.719349666666666;0.0;59.908704166666666;10.719349666666666;0.0;1764000774.4227774;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.1698126714449488;0.5502111036130451;1.310656946307276e-07;1764000774.3245697;0.09820771217346191;0.0;0.0;0.0;-0.0;608.3161611845456;1009.678125614433;-18.830187328555052;-36.0002111036129;40.62746797836617;-2.0527194789064085;0.0;-20.0;-35.59999999999985
2025-11-24_17:12:54:571702;1764000774.54231;-168.83062032022352;-31.169379679776494;59.908703833333334;10.719350666666667;0.0;59.908703833333334;10.719350666666667;0.0;1764000774.54231;0;0.561823891205396;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.1698126714449488;0.5502111036130451;1.310656946307276e-07;1764000774.4227774;0.11953258514404297;0.0;0.0;0.0;-0.0;608.2982695670153;1009.682800487116;-18.830187328555052;-36.1502111036129;40.760443050392034;-2.051013838572018;0.0;-20.0;-35.74999999999985
2025-11-24_17:12:54:674298;1764000774.6564124;-168.90269612914858;-31.097303870851427;59.90870283333334;10.719352833333334;0.0;59.90870283333334;10.719352833333334;0.0;1764000774.6477683;0;1.5612858121939153;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.2069495735325837;0.6061647812769602;1.4247585022886256e-07;1764000774.54231;0.11410236358642578;0.0;0.0;0.0;-0.0;609.1586411268145;1009.4578151331413;-18.793050426467417;-36.35616478127681;40.9261464339742;-2.0478842604127854;0.0;-20.0;-35.89999999999985
2025-11-24_17:12:54:828951;1764000774.8118913;-168.99939984474298;-31.00060015525701;59.90870283333334;10.719352833333334;0.0;59.90870283333334;10.719352833333334;0.0;1764000774.7983692;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.318360286975404;0.727397759317882;1.7685128483879708e-07;1764000774.6564124;0.15547895431518555;0.0;0.0;0.0;-0.0;610.3110915599666;1009.1558747277163;-18.681639713024595;-36.62739775931773;41.11654081980306;-2.0424480089361428;0.0;-20.0;-36.04999999999985
2025-11-24_17:12:54:893486;1764000774.8638866;-169.01748326764158;-30.982516732358427;59.908702166666664;10.719354333333333;0.0;59.908702166666664;10.719354333333333;0.0;1764000774.8638866;0;1.7106221842527516;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.318360286975404;0.727397759317882;1.7685128483879708e-07;1764000774.8118913;0.051995277404785156;0.0;0.0;0.0;-0.0;610.5263563086513;1009.0994023817985;-18.681639713024595;-36.77739775931773;41.250219978981036;-2.0407958051612503;0.0;-20.0;-36.19999999999985
2025-11-24_17:12:54:979439;1764000774.9746997;-169.09310281513618;-30.906897184863833;59.908702166666664;10.719354333333333;0.0;59.908702166666664;10.719354333333333;0.0;1764000774.9746997;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.3926340921570455;0.8113282863450986;2.023175977861058e-07;1764000774.8638866;0.11081314086914062;0.0;0.0;0.0;-0.0;611.4257089706435;1008.8632174189343;-18.607365907842954;-37.01132828634495;41.4255052781249;-2.036639802718414;0.0;-20.0;-36.349999999999845
2025-11-24_17:12:55:093058;1764000775.0876527;-169.07406350544815;-30.92593649455184;59.908703;10.719352;0.0;59.908703;10.719352;0.0;1764000775.0866394;0;1.4311612215178018;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.3926340921570455;0.8113282863450986;2.023175977861058e-07;1764000774.9746997;0.11295294761657715;0.0;0.0;0.0;-0.0;611.1993967487132;1008.9226887146676;-18.607365907842954;-37.16132828634495;41.55957634569748;-2.0350185996345447;0.0;-20.0;-36.499999999999844
2025-11-24_17:12:55:204412;1764000775.1936095;-168.9888645500448;-31.01113544995518;59.908703;10.719352;0.0;59.908703;10.719352;0.0;1764000775.1936095;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.299791840335006;0.6807696944681229;1.6913272404828206e-07;1764000775.0876527;0.1059567928314209;0.0;0.0;0.0;-0.0;610.1856445870702;1009.1887737239765;-18.700208159664996;-37.18076969446797;41.61859464575743;-2.0368041560020744;0.0;-20.0;-36.64999999999984
2025-11-24_17:12:55:344048;1764000775.3287656;-169.0668666791609;-30.933133320839083;59.908704;10.719349;0.0;59.908704;10.719349;0.0;1764000775.3267555;0;1.5131413455606522;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.299791840335006;0.6807696944681229;1.6913272404828206e-07;1764000775.1936095;0.13515615463256836;0.0;0.0;0.0;-0.0;611.1138292909843;1008.9451678491109;-18.700208159664996;-37.33076969446797;41.752654420961186;-2.035189922388407;0.0;-20.0;-36.79999999999984
2025-11-24_17:12:55:439299;1764000775.4245915;-168.9552540199644;-31.044745980035596;59.908704;10.719349;0.0;59.908704;10.719349;0.0;1764000775.4235845;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.1883811325464284;0.5129086585579404;1.3148078836788812e-07;1764000775.3287656;0.0958259105682373;0.0;0.0;0.0;-0.0;609.7852612377565;1009.2937235350269;-18.81161886745357;-37.31290865855778;41.786722256910885;-2.037765173492067;0.0;-20.0;-36.94999999999984
2025-11-24_17:12:55:550650;1764000775.540931;-169.0558460041808;-30.94415399581919;59.90870366666667;10.719349166666667;0.0;59.90870366666667;10.719349166666667;0.0;1764000775.539919;0;0.32913650786210974;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.1883811325464284;0.5129086585579404;1.3148078836788812e-07;1764000775.4245915;0.11633944511413574;0.0;0.0;0.0;-0.0;610.9827745376951;1008.9795897232899;-18.81161886745357;-37.46290865855778;41.92071718820873;-2.0361543401605817;0.0;-20.0;-37.09999999999984
2025-11-24_17:12:55:658628;1764000775.6526241;-169.10942182586396;-30.890578174136042;59.90870366666667;10.719349166666667;0.0;59.90870366666667;10.719349166666667;0.0;1764000775.6416118;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.2255180431555281;0.5222342758295548;1.3795295505936167e-07;1764000775.540931;0.11169314384460449;0.0;0.0;0.0;-0.0;611.619619501254;1008.8122404741199;-18.774481956844472;-37.62223427582939;42.04656567013851;-2.0336646211265745;0.0;-20.0;-37.24999999999984
2025-11-24_17:12:55:751556;1764000775.7451868;-169.1240198969652;-30.875980103034813;59.90870316666667;10.719351166666666;0.0;59.90870316666667;10.719351166666666;0.0;1764000775.7441897;0;1.2186380964328805;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.2255180431555281;0.5222342758295548;1.3795295505936167e-07;1764000775.6526241;0.09256267547607422;0.0;0.0;0.0;-0.0;611.7930288983816;1008.7666371774461;-18.774481956844472;-37.77223427582939;42.18083516167051;-2.0320767556701647;0.0;-20.0;-37.399999999999835
2025-11-24_17:12:55:856547;1764000775.8545487;-169.21862272682202;-30.78137727317797;59.908701666666666;10.7193555;0.0;59.908701666666666;10.7193555;0.0;1764000775.853549;0;2.6927611503213433;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.2812233915394957;0.6341416300203562;1.594338295829445e-07;1764000775.7451868;0.10936188697814941;0.0;0.0;0.0;-0.0;612.9156196575445;1008.471054934514;-18.718776608460505;-38.034141630020194;42.39090146776644;-2.028150033059278;0.0;-20.0;-37.549999999999834
2025-11-24_17:12:56:007336;1764000775.975457;-169.3835972932477;-30.616402706752286;59.908701666666666;10.7193555;0.0;59.908701666666666;10.7193555;0.0;1764000775.973427;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.448339444595286;0.8766075868776653;2.2467828697525505e-07;1764000775.8545487;0.12090826034545898;0.0;0.0;0.0;-0.0;614.868362939006;1007.9553920213463;-18.551660555404712;-38.4266075868775;42.67046144581555;-2.020574606618429;0.0;-20.0;-37.69999999999983
2025-11-24_17:12:56:089514;1764000776.0862577;-169.31580793502343;-30.684192064976564;59.9087005;10.719358833333333;0.0;59.9087005;10.719358833333333;0.0;1764000776.0850904;0;2.0359005654382405;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.448339444595286;0.8766075868776653;2.2467828697525505e-07;1764000775.975457;0.11080074310302734;0.0;0.0;0.0;-0.0;614.066716807599;1008.167313926048;-18.551660555404712;-38.5766075868775;42.80559265183574;-2.019051092922955;0.0;-20.0;-37.84999999999983
2025-11-24_17:12:56:219124;1764000776.2060921;-169.4779488817114;-30.5220511182886;59.9087005;10.719358833333333;0.0;59.9087005;10.719358833333333;0.0;1764000776.2030807;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.5783185861003814;1.0631198765863876;2.81843429594808e-07;1764000776.0862577;0.11983442306518555;0.0;0.0;0.0;-0.0;615.9823853869445;1007.6603575508126;-18.42168141389962;-38.913119876586215;43.05333023872583;-2.0129428159213787;0.0;-20.0;-37.99999999999983
2025-11-24_17:12:56:317693;1764000776.3091516;-169.43256344709368;-30.56743655290633;59.90869983333333;10.719360333333334;0.0;59.90869983333333;10.719360333333334;0.0;1764000776.3081434;0;1.0667491174906105;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.5783185861003814;1.0631198765863876;2.81843429594808e-07;1764000776.2060921;0.10305953025817871;0.0;0.0;0.0;-0.0;615.4467648892604;1007.8022871683597;-18.42168141389962;-39.063119876586214;43.18895322426511;-2.0114567391095233;0.0;-20.0;-38.14999999999983
2025-11-24_17:12:56:415128;1764000776.4134803;-169.5329308653991;-30.467069134600894;59.90869983333333;10.719360333333334;0.0;59.90869983333333;10.719360333333334;0.0;1764000776.4126558;0;0.0;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.652592385443544;1.1470504163022266;3.160749545427777e-07;1764000776.3091516;0.10432863235473633;0.0;0.0;0.0;-0.0;616.6306372488972;1007.4883907616417;-18.347407614556456;-39.297050416302056;43.36917727598795;-2.007607026902212;0.0;-20.0;-38.29999999999983
2025-11-24_17:12:56:518916;1764000776.5189161;-169.5122145761225;-30.48778542387752;59.90869983333333;10.719360166666666;0.0;59.90869983333333;10.719360166666666;0.0;1764000776.5189161;0;0.08776197019848433;0.49;0;0;0;0;0;0;59.90871466666667;10.719339833333333;0.0;-1.652592385443544;1.1470504163022266;3.160749545427777e-07;1764000776.4134803;0.10543584823608398;0.0;0.0;0.0;-0.0;616.3864668651972;1007.5531884095669;-18.347407614556456;-39.447050416302055;43.505139382847176;-2.006148399477928;0.0;-20.0;-38.449999999999825
