;current_time;target_north_from_observer;target_east_from_observer;tau_X;tau_N;ugps_lat;ugps_lon;ugps_depth;ugps_x;ugps_y;ugps_z;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;n1;n2;north_error;east_error;distance_to_target;yaw_setpoint;current_angle
2025-12-11_15:22:40:982143;1765462960.982143;8.130215692688878;8.437492243213008;147.681568869965;10.022398278631002;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462960.8150764;0.1670665740966797;0.0;0.0;0.0;-0.0;843.8752309995865;709.4383507901339;8.130215692688878;8.437492243213008;11.717153347290637;0.8039427518576968;0.0
2025-12-11_15:22:41:162396;1765462961.1465604;7.957485278830781;8.607324532083737;146.42851564432743;10.430957504398076;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462960.982143;0.16441750526428223;0.0;0.0;0.0;-0.0;843.3417700687309;702.7731743880881;7.957485278830781;8.607324532083737;11.722099110800041;0.8246081634126543;0.0
2025-12-11_15:22:41:275280;1765462961.2739823;7.788760200581809;8.771249651597696;145.24755816933106;10.87013741416801;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462961.1465604;0.12742185592651367;0.0;0.0;0.0;-0.0;843.1731453592364;696.0281400917316;7.788760200581809;8.771249651597696;11.730285841053487;0.8446577364304078;0.0
2025-12-11_15:22:41:408308;1765462961.4079752;7.667860631875648;8.887531705826056;144.426863282615;11.073449869276253;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462961.2739823;0.13399291038513184;0.0;0.0;0.0;-0.0;842.4261611255996;692.0693026792541;7.667860631875648;8.887531705826056;11.738156009013164;0.8589374420356198;0.0
2025-12-11_15:22:41:538785;1765462961.5387855;7.521008217582647;9.027471586201724;143.45797504462018;11.462928036167947;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462961.4079752;0.13081026077270508;0.0;0.0;0.0;-0.0;842.4680038103597;686.2327672457444;7.521008217582647;9.027471586201724;11.749927993337883;0.8761812786836307;0.0
2025-12-11_15:22:41:656237;1765462961.6562376;7.387321029083296;9.153638655405128;142.6020499152695;11.775321930792249;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462961.5387855;0.11745214462280273;0.0;0.0;0.0;-0.0;842.3091096398775;681.2773274494344;7.387321029083296;9.153638655405128;11.762721310158772;0.8917795036969555;0.0
2025-12-11_15:22:41:771482;1765462961.7714827;7.258649896351876;9.273981721455584;141.80120212460943;12.069197925541534;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462961.6562376;0.11524510383605957;0.0;0.0;0.0;-0.0;842.1702108785407;676.5957017194276;7.258649896351876;9.273981721455584;11.776872899360908;0.9066999349688658;0.0
2025-12-11_15:22:41:903837;1765462961.8978198;7.118545027577447;9.403818044384217;140.95422599732228;12.39311652099321;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462961.7714827;0.12633705139160156;0.0;0.0;0.0;-0.0;842.1044176592376;671.507180194314;7.118545027577447;9.403818044384217;11.794298500611802;0.9228400679770661;0.0
2025-12-11_15:22:42:081492;1765462962.080915;6.962229002913993;9.547219957119882;140.0393081773353;12.729487561167584;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462961.8978198;0.18309521675109863;0.0;0.0;0.0;-0.0;841.949631114482;666.0726186887351;6.962229002913993;9.547219957119882;11.816177114390465;0.9407135620516262;0.0
2025-12-11_15:22:42:218669;1765462962.218669;6.76947063599474;9.721969010626054;138.95351470380226;13.267809377616906;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462962.080915;0.13775396347045898;0.0;0.0;0.0;-0.0;842.6263918718442;658.4652860554468;6.76947063599474;9.721969010626054;11.846620367647828;0.9625534959877111;0.0
2025-12-11_15:22:42:340079;1765462962.340079;6.617594330228226;9.858058745862937;138.13003864537723;13.576642182670208;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462962.218669;0.12141013145446777;0.0;0.0;0.0;-0.0;842.5247564362681;653.4298329630476;6.617594330228226;9.858058745862937;11.87324205751544;0.9796013134788264;0.0
2025-12-11_15:22:42:460129;1765462962.4601295;6.499066183151633;9.963302411799496;137.5064506663213;13.804320001585928;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462962.340079;0.12005043029785156;0.0;0.0;0.0;-0.0;842.4095104941666;649.640332748261;6.499066183151633;9.963302411799496;11.895598185965882;0.9928056503563617;0.0
2025-12-11_15:22:42:562112;1765462962.5621126;6.363906585105742;10.082294287035655;136.8152692776329;14.171666499555469;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462962.4601295;0.10198307037353516;0.0;0.0;0.0;-0.0;842.9925816060513;644.4853670424519;6.363906585105742;10.082294287035655;11.92274989733258;1.0077536673514735;0.0
2025-12-11_15:22:42:732117;1765462962.7287214;6.248668392006309;10.182899258462385;136.2423369955185;14.351718449031853;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462962.5621126;0.1666088104248047;0.0;0.0;0.0;-0.0;842.7067128336325;641.1926465870862;6.248668392006309;10.182899258462385;11.947271403180414;1.0204053054077409;0.0
2025-12-11_15:22:42:882958;1765462962.874004;6.048630873256158;10.355705058997493;135.28260205059456;14.925865387037913;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462962.7287214;0.14528250694274902;0.0;0.0;0.0;-0.0;843.9114955327561;633.4013935709742;6.048630873256158;10.355705058997493;11.992771268970898;1.042159873161972;0.0
2025-12-11_15:22:43:071132;1765462963.0711327;5.876766227490737;10.502343674016178;134.49222855871838;15.249099007891884;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462962.874004;0.1971287727355957;0.0;0.0;0.0;-0.0;843.9796111634926;628.1540673398921;5.876766227490737;10.502343674016178;12.034766468017704;1.0606376010585608;0.0
2025-12-11_15:22:43:253464;1765462963.252464;5.581082580545402;10.750743308208285;133.2032886980855;16.011021398819533;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462963.0711327;0.18133139610290527;0.0;0.0;0.0;-0.0;845.5383557438871;617.5240504597657;5.581082580545402;10.750743308208285;12.113090623364977;1.0919584969109721;0.0
2025-12-11_15:22:43:398663;1765462963.3975651;5.45519877783471;10.855029657754702;132.68070120434277;16.170212547973957;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462963.252464;0.14510107040405273;0.0;0.0;0.0;-0.0;845.2473418874298;614.4323140194075;5.45519877783471;10.855029657754702;12.148697978648718;1.1051105328059447;0.0
2025-12-11_15:22:43:517210;1765462963.5145063;5.283513148237482;10.995870093980301;131.99218811714863;16.64756613504891;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462963.3975651;0.11694121360778809;0.0;0.0;0.0;-0.0;846.512132199372;608.046744477906;5.283513148237482;10.995870093980301;12.199371717891406;1.1228702386810865;0.0
2025-12-11_15:22:43:644693;1765462963.6420033;5.134616688205426;11.11673253953547;131.4170219903118;16.920412842042865;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462963.5145063;0.12749695777893066;0.0;0.0;0.0;-0.0;846.7930241975745;603.747924089665;5.134616688205426;11.11673253953547;12.245245236023834;1.1381055245882414;0.0
2025-12-11_15:22:43:782536;1765462963.7809951;4.995463284184698;11.228621730857327;130.89736147763713;17.213890198906217;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462963.6420033;0.1389918327331543;0.0;0.0;0.0;-0.0;847.3354677460226;599.4295200859867;4.995463284184698;11.228621730857327;12.289694845614301;1.1522028396172332;0.0
2025-12-11_15:22:43:894596;1765462963.894596;4.833184466427799;11.357821181586726;130.3124844446918;17.63055818813219;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462963.7809951;0.1136009693145752;0.0;0.0;0.0;-0.0;848.4759107346136;593.7745365498214;4.833184466427799;11.357821181586726;12.343410147905605;1.1684700800260746;0.0
2025-12-11_15:22:43:994648;1765462963.9946487;4.708350609775756;11.456277754120784;129.877606245345;17.865587429381044;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462963.894596;0.1000525951385498;0.0;0.0;0.0;-0.0;848.8641359476795;590.1950324779136;4.708350609775756;11.456277754120784;12.3860754657857;1.1808567128781342;0.0
2025-12-11_15:22:44:163675;1765462964.1434476;4.590153890150056;11.548761174707607;129.47756789681316;18.081684412130265;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462963.9946487;0.14879894256591797;0.0;0.0;0.0;-0.0;849.22046966369;586.8839339562879;4.590153890150056;11.548761174707607;12.42752579581686;1.1924827716032682;0.0
2025-12-11_15:22:44:295699;1765462964.2946908;4.3734751909272305;11.71645798504705;128.77287329609462;18.644017570159058;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462964.1434476;0.1512432098388672;0.0;0.0;0.0;-0.0;850.9605394133258;579.3743517944257;4.3734751909272305;11.71645798504705;12.506105427391404;1.213537768317421;0.0
2025-12-11_15:22:44:429394;1765462964.410881;4.2221991280783975;11.832138938496076;128.30212085150654;18.937683903600355;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462964.2946908;0.11619019508361816;0.0;0.0;0.0;-0.0;851.6196543043816;575.0461917741002;4.2221991280783975;11.832138938496076;12.562900832889712;1.2280396097988913;0.0
2025-12-11_15:22:44:576673;1765462964.5756736;4.065771150170953;11.950565862713596;127.83301969803195;19.24171681479891;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462964.410881;0.16479253768920898;0.0;0.0;0.0;-0.0;852.3456010193272;570.5965334936802;4.065771150170953;11.950565862713596;12.623253126061364;1.242864407374164;0.0
2025-12-11_15:22:44:683056;1765462964.6830566;3.890860713080233;12.08156440057435;127.3290513112721;19.7016139326136;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462964.5756736;0.10738301277160645;0.0;0.0;0.0;-0.0;853.9381087586792;564.5488853401181;3.890860713080233;12.08156440057435;12.692635481010896;1.2592354438130067;0.0
2025-12-11_15:22:44:837433;1765462964.8363385;3.7676103875824865;12.172980845176298;126.98653979149977;19.86627568550778;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462964.6830566;0.15328192710876465;0.0;0.0;0.0;-0.0;854.1172409014941;561.7744974193308;3.7676103875824865;12.172980845176298;12.742697936059242;1.270641425138043;0.0
2025-12-11_15:22:44:965671;1765462964.965671;3.5736678669587683;12.315355224696447;126.46792941161955;20.36921479568545;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462964.8363385;0.1293325424194336;0.0;0.0;0.0;-0.0;855.9332227099785;555.1729197752876;3.5736678669587683;12.315355224696447;12.82338006665137;1.2883730196721697;0.0
2025-12-11_15:22:45:159577;1765462965.1463883;3.4042460332391116;12.438268566858056;126.03453244255498;20.668648445546236;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462964.965671;0.18071722984313965;0.0;0.0;0.0;-0.0;856.7133005478228;550.739584719532;3.4042460332391116;12.438268566858056;12.89571308598766;1.3036472000586983;0.0
2025-12-11_15:22:45:324346;1765462965.324346;3.126259870828612;12.637035778190736;125.3612374576318;21.308950061294354;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462965.1463883;0.17795777320861816;0.0;0.0;0.0;-0.0;858.9863694178778;542.100478245694;3.126259870828612;12.637035778190736;13.017994240251687;1.3282768624937187;0.0
2025-12-11_15:22:45:469378;1765462965.469378;2.9675745286076705;12.748901054430092;124.99701643983232;21.575241125202556;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462965.324346;0.14503192901611328;0.0;0.0;0.0;-0.0;859.7284273588648;538.1449448852079;2.9675745286076705;12.748901054430092;13.089727906969257;1.3420977519990562;0.0
2025-12-11_15:22:45:634597;1765462965.633747;2.8087294259421824;12.859730095881176;124.64641977785504;21.916400243259364;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462965.469378;0.1643691062927246;0.0;0.0;0.0;-0.0;860.955503864444;533.4820890160892;2.8087294259421824;12.859730095881176;13.162887947827619;1.355760468230784;0.0
2025-12-11_15:22:45:743453;1765462965.7434537;2.5979360556081765;13.005049401972485;124.20191254641186;22.44197844324874;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462965.633747;0.10970664024353027;0.0;0.0;0.0;-0.0;863.0704411009924;526.5915033769494;2.5979360556081765;13.005049401972485;13.261997651061995;1.3736280429023173;0.0
2025-12-11_15:22:45:914360;1765462965.9051368;2.4498964421198934;13.105923182084695;123.90332086328162;22.626378210452295;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462965.7434537;0.1616830825805664;0.0;0.0;0.0;-0.0;863.4714309112945;523.5922633600612;2.4498964421198934;13.105923182084695;13.332937224475959;1.3859986164143998;0.0
2025-12-11_15:22:46:034368;1765462966.034369;2.2510148064658786;13.239920879605542;123.5190682040827;23.09614285915484;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462965.9051368;0.12923216819763184;0.0;0.0;0.0;-0.0;865.3875511960866;517.3719494023652;2.2510148064658786;13.239920879605542;13.429913348832276;1.4023894138853568;0.0
2025-12-11_15:22:46:217155;1765462966.1866922;2.107457893553569;13.335571173819062;123.2532783429863;23.331021198922233;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462966.034369;0.15232324600219727;0.0;0.0;0.0;-0.0;866.1690340190803;513.9387957571722;2.107457893553569;13.335571173819062;13.501068006091042;1.4140597301561855;0.0
2025-12-11_15:22:46:388723;1765462966.3712916;1.844706220249659;13.508339412017804;122.79074723072009;23.905353328338585;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462966.1866922;0.1845993995666504;0.0;0.0;0.0;-0.0;868.5210083330496;506.207941992464;1.844706220249659;13.508339412017804;13.633714633558284;1.435075301910163;0.0
2025-12-11_15:22:46:541693;1765462966.538862;1.647056152238882;13.636363655154767;122.46225460386523;24.272063618571394;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462966.3712916;0.1675703525543213;0.0;0.0;0.0;-0.0;869.9409741170491;501.07325807873167;1.647056152238882;13.636363655154767;13.735472605784405;1.4505944859682705;0.0
2025-12-11_15:22:46:672204;1765462966.6549976;1.4626014204068518;13.754358833619541;122.16997566270669;24.65294527142194;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462966.538862;0.1161355972290039;0.0;0.0;0.0;-0.0;871.528834732272;495.8868070482221;1.4626014204068518;13.754358833619541;13.83190477985386;1.4648571337792997;0.0
2025-12-11_15:22:46:788839;1765462966.787748;1.297357263470694;13.858862556088503;121.91933150851735;24.965512000080953;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462966.6549976;0.1327505111694336;0.0;0.0;0.0;-0.0;872.8043070712694;491.5445659283306;1.297357263470694;13.858862556088503;13.919454271544993;1.4774562433613585;0.0
2025-12-11_15:22:46:946468;1765462966.9315956;1.1492042699485125;13.951600238398065;121.70324223178348;25.229051790906464;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462966.787748;0.14384746551513672;0.0;0.0;0.0;-0.0;873.8670658407523;487.83331400438743;1.1492042699485125;13.951600238398065;13.99885065518369;1.488611080388356;0.0
2025-12-11_15:22:47:057566;1765462967.0575666;0.9480551808102007;14.076076419413823;121.42236652889116;25.678044502229554;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462966.9315956;0.12597107887268066;0.0;0.0;0.0;-0.0;875.8797588523486;481.8174085137594;0.9480551808102007;14.076076419413823;14.107967110503163;1.5035456611790023;0.0
2025-12-11_15:22:47:172209;1765462967.1722097;0.8124169385874893;14.159088119772704;121.24077599093864;25.87760541470978;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462967.0575666;0.11464309692382812;0.0;0.0;0.0;-0.0;876.6396560911779;478.87553649344767;0.8124169385874893;14.159088119772704;14.18237630531613;1.5134813966269518;0.0
2025-12-11_15:22:47:462442;1765462967.3276546;0.6653711726689515;14.248247171144726;121.05073261191502;26.171679231826253;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462967.1722097;0.15544486045837402;0.0;0.0;0.0;-0.0;877.9400058689104;474.8432833664974;0.6653711726689515;14.248247171144726;14.263774614296615;1.5241317702323063;0.0
2025-12-11_15:22:47:656414;1765462967.6417136;0.2498656717796841;14.495549572008251;120.54985998444886;27.00768128568597;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462967.3276546;0.3140590190887451;0.0;0.0;0.0;-0.0;881.718122832913;463.36350496490934;0.2498656717796841;14.495549572008251;14.497702930067318;1.5535606278258054;0.0
2025-12-11_15:22:47:781969;1765462967.781969;0.03319700665745984;14.621828630106336;120.30846644292262;27.41347189530266;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462967.6417136;0.14025545120239258;0.0;0.0;0.0;-0.0;883.5501971417992;457.6952606869111;0.03319700665745984;14.621828630106336;14.62186631485353;1.5685259575778583;0.0
2025-12-11_15:22:47:941502;1765462967.930602;-0.12308238498397728;14.711786847206035;-92.38978578598307;27.674194378435637;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462967.781969;0.14863300323486328;0.0;0.0;0.0;-0.0;817.6129254373399;303.1214089275432;-0.12308238498397728;14.711786847206035;14.712301706773072;1.5791623746927994;0.0
2025-12-11_15:22:48:068199;1765462968.0681994;-0.3446065152325204;14.8377023777252;-95.55621886287257;28.12136789780346;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462967.930602;0.13759732246398926;0.0;0.0;0.0;-0.0;828.359478847996;316.62910880163486;-0.3446065152325204;14.8377023777252;14.841703591579128;1.5940172113946793;0.0
2025-12-11_15:22:48:227014;1765462968.2137363;-0.5214974296905055;14.936913681927408;-98.87525738994786;28.41102408130282;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462968.0681994;0.1455368995666504;0.0;0.0;0.0;-0.0;838.3644487035319;333.0080423221378;-0.5214974296905055;14.936913681927408;14.946014515934474;1.6056954836176405;0.0
2025-12-11_15:22:48:352424;1765462968.3524241;-0.7154531627522722;15.04434695185514;-102.01654425634919;28.780121296553748;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462968.2137363;0.1386878490447998;0.0;0.0;0.0;-0.0;848.3080918312496;346.37503656884064;-0.7154531627522722;15.04434695185514;15.061349489201998;1.6183168033917992;0.0
2025-12-11_15:22:48:512482;1765462968.497411;-0.870130430493063;15.129020627590123;-105.28478613906908;29.05453485612373;59.909461975097656;10.721976280212402;-0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1765462908.9499962;0;0;0;0;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;-0.0;1765462968.3524241;0.14498686790466309;0.0;0.0;0.0;-0.0;857.8661416752011;361.3388915160783;-0.870130430493063;15.129020627590123;15.154022308156916;1.628247032193966;0.0
