;current_time;tau_X;tau_N;controller_X_cmd;controller_N_cmd;PMARMAN_X;PMARMAN_N;distance_to_target;yaw_setpoint;target_north_from_observer;target_east_from_observer;lat;lon;height;previous_lat;previous_lon;previous_height;last_speed_update;current_course_over_ground;current_speed;current_fuel_capacity;current_orientation_1;current_orientation_2;current_orientation_3;current_rotational_velocities_1;current_rotational_velocities_2;current_rotational_velocities_3;observer_lat;observer_lon;observer_height;north_from_observer;east_from_observer;down_from_observer;previous_time;cycle_time;speed_n;speed_e;speed_surge;speed_sway;north_error;east_error;current_angle
2026-05-05_13:04:14:560963;1777979054.5609634;-67.6008978889777;0.0;-0.3380044894448885;0.0;-0.3380044894448885;0.0;9.689377800910426;-1.0962848643720937;-11.179661770676855;-0.1231368883254449;59.908361066666664;10.71982245;0.0;59.908361066666664;10.71982245;0.0;1777979054.5609634;135.556;2.17672691423091;0.67;1.358;-3.49;136.305;7.758;2.715;1.195;59.90850115;10.719670616666667;0.0;-15.606776661235465;8.495720107504688;2.4723117531877392e-05;1777979054.4608867;0.10007667541503906;0.0;0.0;-0.0;-0.0;4.4271148905586095;-8.618856995830132;2.3789710369308708
2026-05-05_13:04:14:693345;1777979054.6817505;-67.30747627850053;0.0;-0.33653738139250267;0.0;-0.33653738139250267;0.0;9.689377800910426;-1.0962848643720937;-11.179661770676855;-0.1231368883254449;59.908361066666664;10.71982245;0.0;59.908361066666664;10.71982245;0.0;1777979054.6817505;133.916;0.0;0.67;1.756;-2.625;136.459;1.241;9.115;1.273;59.90850115;10.719670616666667;0.0;-15.606776661235465;8.495720107504688;2.4723117531877392e-05;1777979054.5609634;0.12078714370727539;0.0;0.0;-0.0;-0.0;4.4271148905586095;-8.618856995830132;2.3816588439789417
2026-05-05_13:04:14:788240;1777979054.7882404;-69.05536229561825;0.0;-0.34527681147809125;0.0;-0.34527681147809125;0.0;9.900334357921096;-1.0888717990313461;-11.179661770676855;-0.1231368883254449;59.908359616666665;10.7198252;0.0;59.908359616666665;10.7198252;0.0;1777979054.7865372;132.458;2.1291016315791786;0.67;0.841;-0.623;136.722;-9.106;13.743;1.546;59.90850115;10.719670616666667;0.0;-15.768321860837977;8.649594668926007;2.5327038920330835e-05;1777979054.6817505;0.10648989677429199;0.0;0.0;-0.0;-0.0;4.588660090161122;-8.77273155725145;2.3862490599116875
2026-05-05_13:04:14:961528;1777979054.9426246;-68.94046436777444;0.0;-0.34470232183887217;0.0;-0.34470232183887217;0.0;9.900334357921096;-1.0888717990313461;-11.179661770676855;-0.1231368883254449;59.908359616666665;10.7198252;0.0;59.908359616666665;10.7198252;0.0;1777979054.9426246;131.628;0.0;0.67;0.394;-0.065;136.781;-12.173;13.752;1.343;59.90850115;10.719670616666667;0.0;-15.768321860837977;8.649594668926007;2.5327038920330835e-05;1777979054.7882404;0.15438413619995117;0.0;0.0;-0.0;-0.0;4.588660090161122;-8.77273155725145;2.3872788041703643
2026-05-05_13:04:15:099773;1777979055.0997736;0.0;115.0;0.0;1.0;0.0;1.0;10.105666290964612;-1.08310943272227;-11.179661770676855;-0.1231368883254449;59.9083583;10.719827966666667;0.0;59.9083583;10.719827966666667;0.0;1777979055.0997736;128.066;1.3571075285397944;0.67;-1.696;1.848;136.925;-13.209;10.032;0.948;59.90850115;10.719670616666667;0.0;-15.915012288373486;8.804401779128689;2.5903012004668824e-05;1777979054.9426246;0.157149076461792;0.0;0.0;-0.0;-0.0;4.735350517696631;-8.927538667454133;2.389792078293236
2026-05-05_13:04:15:202470;1777979055.199295;0.0;106.85935883841681;0.0;0.9292118159862331;0.0;0.9292118159862331;10.288294057216437;-1.0794462962084284;-11.179661770676855;-0.1231368883254449;59.908357233333334;10.719830533333333;0.0;59.908357233333334;10.719830533333333;0.0;1777979055.199295;132.977;1.8730467493263379;0.67;-3.4;2.729;137.138;-0.39;0.129;1.23;59.90850115;10.719670616666667;0.0;-16.033850055510385;8.948017983196701;2.639828220196705e-05;1777979055.0997736;0.09952139854431152;0.0;0.0;-0.0;-0.0;4.85418828483353;-9.071154871522147;2.3935096295999836
2026-05-05_13:04:15:431180;1777979055.4222775;0.0;109.37025979884876;0.0;0.9510457373812936;0.0;0.9510457373812936;10.288294057216437;-1.0794462962084284;-11.179661770676855;-0.1231368883254449;59.908357233333334;10.719830533333333;0.0;59.908357233333334;10.719830533333333;0.0;1777979055.199295;132.977;1.8730467493263379;0.67;-3.4;2.729;137.138;-0.39;0.129;1.23;59.90850115;10.719670616666667;0.0;-16.033850055510385;8.948017983196701;2.639828220196705e-05;1777979055.199295;0.22298240661621094;0.0;0.0;-0.0;-0.0;4.85418828483353;-9.071154871522147;2.3935096295999836
2026-05-05_13:04:15:460719;1777979055.460719;0.0;109.96818433977366;0.0;0.9562450812154231;0.0;0.9562450812154231;10.433331205256065;-1.076588600513833;-11.179661770676855;-0.1231368883254449;59.908356383333334;10.719832566666668;0.0;59.908356383333334;10.719832566666668;0.0;1777979055.458754;134.91;0.5705265755961687;0.67;-2.058;2.62;137.263;13.166;-0.879;0.633;59.90850115;10.719670616666667;0.0;-16.128548897666736;9.06179186713498;2.679795678872665e-05;1777979055.4222775;0.03844165802001953;0.0;0.0;-0.0;-0.0;4.948887126989881;-9.184928755460426;2.395691291164977
2026-05-05_13:04:15:550674;1777979055.550674;0.0;111.30762686824757;0.0;0.9678924075499789;0.0;0.9678924075499789;10.551341423458277;-1.0726155041834415;-11.179661770676855;-0.1231368883254449;59.90835555;10.719834066666667;0.0;59.90835555;10.719834066666667;0.0;1777979055.550674;137.439;1.361582917383391;0.67;-0.053;2.444;137.278;17.956;-1.935;0.181;59.90850115;10.719670616666667;0.0;-16.221390966276505;9.145723481354565;2.7152126928164932e-05;1777979055.460719;0.08995485305786133;0.0;0.0;-0.0;-0.0;5.04172919559965;-9.26886036968001;2.3959530905527755
2026-05-05_13:04:15:671031;1777979055.6677442;0.0;112.29559918242995;0.0;0.9764834711515649;0.0;0.9764834711515649;10.551341423458277;-1.0726155041834415;-11.179661770676855;-0.1231368883254449;59.90835555;10.719834066666667;0.0;59.90835555;10.719834066666667;0.0;1777979055.6636732;137.439;0.0;0.67;-0.053;2.444;137.278;17.956;-1.935;0.181;59.90850115;10.719670616666667;0.0;-16.221390966276505;9.145723481354565;2.7152126928164932e-05;1777979055.550674;0.11707019805908203;0.0;0.0;-0.0;-0.0;5.04172919559965;-9.26886036968001;2.3959530905527755
2026-05-05_13:04:15:766095;1777979055.7660952;0.0;113.29391096107996;0.0;0.9851644431398258;0.0;0.9851644431398258;10.648395140359304;-1.069431738222998;-11.179661770676855;-0.1231368883254449;59.90835486666667;10.7198353;0.0;59.90835486666667;10.7198353;0.0;1777979055.7660952;130.372;1.003237147386401;0.67;2.721;0.643;137.513;0.214;-9.685;2.475;59.90850115;10.719670616666667;0.0;-16.29752145894105;9.214733922328767;2.744503897833539e-05;1777979055.6677442;0.09835100173950195;0.0;0.0;-0.0;-0.0;5.117859688264193;-9.337870810654213;2.4000546142949624
2026-05-05_13:04:15:885442;1777979055.8854425;0.0;114.33604440192495;0.0;0.9942264730602169;0.0;0.9942264730602169;10.648395140359304;-1.069431738222998;-11.179661770676855;-0.1231368883254449;59.90835486666667;10.7198353;0.0;59.90835486666667;10.7198353;0.0;1777979055.8854425;127.229;0.0;0.67;2.179;-0.181;137.719;-8.26;-10.206;3.347;59.90850115;10.719670616666667;0.0;-16.29752145894105;9.214733922328767;2.744503897833539e-05;1777979055.7660952;0.11934733390808105;0.0;0.0;-0.0;-0.0;5.117859688264193;-9.337870810654213;2.4036499925540706
2026-05-05_13:04:15:996124;1777979055.9961245;0.0;115.0;0.0;1.0;0.0;1.0;10.7452334895501;-1.0670784312572241;-11.179661770676855;-0.1231368883254449;59.90835425;10.7198366;0.0;59.90835425;10.7198366;0.0;1777979055.9961245;126.409;0.9040007290683981;0.67;0.38;-1.262;138.183;-16.978;-7.953;4.665;59.90850115;10.719670616666667;0.0;-16.36622456003633;9.287474631495183;2.7726108354997336e-05;1777979055.8854425;0.11068201065063477;0.0;0.0;-0.0;-0.0;5.186562789359474;-9.410611519820627;2.4117483202833245
2026-05-05_13:04:16:116881;1777979056.1168816;0.0;114.72877721379584;0.0;0.9976415409895291;0.0;0.9976415409895291;10.831755410788872;-1.0656081119198992;-11.179661770676855;-0.1231368883254449;59.90835375;10.719837816666667;0.0;59.90835375;10.719837816666667;0.0;1777979056.1168816;135.185;0.7284371706838252;0.67;-3.132;-1.869;139.5;-14.611;-0.175;8.141;59.90850115;10.719670616666667;0.0;-16.421929753358533;9.355552455508152;2.796784190195467e-05;1777979055.9961245;0.1207571029663086;0.0;0.0;-0.0;-0.0;5.242267982681678;-9.478689343833597;2.434734306532089
2026-05-05_13:04:16:228712;1777979056.2287126;0.0;115.0;0.0;1.0;0.0;1.0;10.831755410788872;-1.0656081119198992;-11.179661770676855;-0.1231368883254449;59.90835375;10.719837816666667;0.0;59.90835375;10.719837816666667;0.0;1777979056.2287126;152.42;0.0;0.67;-3.593;-1.798;139.851;-7.568;2.212;9.812;59.90850115;10.719670616666667;0.0;-16.421929753358533;9.355552455508152;2.796784190195467e-05;1777979056.1168816;0.1118309497833252;0.0;0.0;-0.0;-0.0;5.242267982681678;-9.478689343833597;2.4408604122065896
2026-05-05_13:04:16:439709;1777979056.4280965;0.0;115.0;0.0;1.0;0.0;1.0;10.893410209155302;-1.0638677958500318;-11.179661770676855;-0.1231368883254449;59.90835333333333;10.719838616666667;0.0;59.90835333333333;10.719838616666667;0.0;1777979056.4280965;-165.021;0.32343555060306856;0.67;-3.026;-0.857;142.576;12.353;3.668;13.219;59.90850115;10.719670616666667;0.0;-16.468350777471535;9.400315982053977;2.815352395924009e-05;1777979056.2287126;0.19938397407531738;0.0;0.0;-0.0;0.0;5.28868900679468;-9.523452870379423;2.488420634323435
2026-05-05_13:04:16:526332;1777979056.5238032;0.0;115.0;0.0;1.0;0.0;1.0;10.893410209155302;-1.0638677958500318;-11.179661770676855;-0.1231368883254449;59.90835333333333;10.719838616666667;0.0;59.90835333333333;10.719838616666667;0.0;1777979056.5238032;-156.764;0.0;0.67;-3.026;-0.857;142.576;12.353;3.668;13.219;59.90850115;10.719670616666667;0.0;-16.468350777471535;9.400315982053977;2.815352395924009e-05;1777979056.4280965;0.09570670127868652;0.0;0.0;-0.0;0.0;5.28868900679468;-9.523452870379423;2.488420634323435
2026-05-05_13:04:16:672354;1777979056.6625717;0.0;115.0;0.0;1.0;0.0;1.0;10.921186873540488;-1.0598302342328543;-11.179661770676855;-0.1231368883254449;59.90835286666667;10.719838666666666;0.0;59.90835286666667;10.719838666666666;0.0;1777979056.6625717;-134.756;0.3752070211005507;0.67;-0.285;-0.216;144.833;18.732;3.624;15.117;59.90850115;10.719670616666667;0.0;-16.520342442145726;9.403113827050039;2.8292483591485507e-05;1777979056.5238032;0.13876843452453613;0.0;0.0;-0.0;0.0;5.340680671468871;-9.526250715375483;2.5278127155409473
2026-05-05_13:04:16:749625;1777979056.7477934;0.0;115.0;0.0;1.0;0.0;1.0;10.909780056492263;-1.0545532818469763;-11.179661770676855;-0.1231368883254449;59.90835246666666;10.719837983333333;0.0;59.90835246666666;10.719837983333333;0.0;1777979056.7405288;-104.391;0.7532216628515822;0.67;1.607;0.102;146.734;13.886;2.38;16.445;59.90850115;10.719670616666667;0.0;-16.564906830943073;9.364878527024311;2.835148253943487e-05;1777979056.6625717;0.08522176742553711;0.0;0.0;-0.0;0.0;5.385245060266218;-9.488015415349757;2.56099142462136
2026-05-05_13:04:16:904904;1777979056.895498;0.0;115.0;0.0;1.0;0.0;1.0;10.909780056492263;-1.0545532818469763;-11.179661770676855;-0.1231368883254449;59.90835246666666;10.719837983333333;0.0;59.90835246666666;10.719837983333333;0.0;1777979056.895498;-77.708;0.0;0.67;2.286;0.067;149.617;-1.633;-0.544;18.972;59.90850115;10.719670616666667;0.0;-16.564906830943073;9.364878527024311;2.835148253943487e-05;1777979056.7477934;0.1477046012878418;0.0;0.0;0.0;0.0;5.385245060266218;-9.488015415349757;2.611309266956356
2026-05-05_13:04:16:959702;1777979056.9597023;0.0;115.0;0.0;1.0;0.0;1.0;10.87788205517823;-1.0505289562184164;-11.179661770676855;-0.1231368883254449;59.90835226666667;10.7198371;0.0;59.90835226666667;10.7198371;0.0;1777979056.9597023;-70.393;0.8444413127702538;0.67;2.286;0.067;149.617;-1.633;-0.544;18.972;59.90850115;10.719670616666667;0.0;-16.5871890999927;9.315452317115739;2.8335570384285802e-05;1777979056.895498;0.06420421600341797;0.0;0.0;0.0;0.0;5.407527329315844;-9.438589205441183;2.611309266956356
2026-05-05_13:04:17:074111;1777979057.074111;0.0;115.0;0.0;1.0;0.0;1.0;10.87788205517823;-1.0505289562184164;-11.179661770676855;-0.1231368883254449;59.90835226666667;10.7198371;0.0;59.90835226666667;10.7198371;0.0;1777979057.074111;-65.176;0.0;0.67;2.286;0.067;149.617;-1.633;-0.544;18.972;59.90850115;10.719670616666667;0.0;-16.5871890999927;9.315452317115739;2.8335570384285802e-05;1777979056.9597023;0.11440873146057129;0.0;0.0;0.0;0.0;5.407527329315844;-9.438589205441183;2.611309266956356
2026-05-05_13:04:17:189225;1777979057.1892254;0.0;112.19590339544325;0.0;0.9756165512647239;0.0;0.9756165512647239;10.82103198954782;-1.0492984583583418;-11.179661770676855;-0.1231368883254449;59.908352416666666;10.7198361;0.0;59.908352416666666;10.7198361;0.0;1777979057.1892254;-53.659;0.5072912498738344;0.67;-0.863;-0.647;154.766;-16.563;-3.521;23.61;59.90850115;10.719670616666667;0.0;-16.570477632110705;9.259498011686944;2.8212768041768754e-05;1777979057.074111;0.11511445045471191;0.0;0.0;0.0;0.0;5.39081586143385;-9.382634900012388;2.701176270141544
2026-05-05_13:04:17:303713;1777979057.303713;0.0;112.36136097175726;0.0;0.9770553127978893;0.0;0.9770553127978893;10.82103198954782;-1.0492984583583418;-11.179661770676855;-0.1231368883254449;59.908352416666666;10.7198361;0.0;59.908352416666666;10.7198361;0.0;1777979057.303713;-49.913;0.0;0.67;-2.863;-0.987;158.585;-7.795;-2.359;23.756;59.90850115;10.719670616666667;0.0;-16.570477632110705;9.259498011686944;2.8212768041768754e-05;1777979057.1892254;0.1144876480102539;0.0;0.0;0.0;0.0;5.39081586143385;-9.382634900012388;2.767830394275208
2026-05-05_13:04:17:413929;1777979057.4139297;0.0;115.0;0.0;1.0;0.0;1.0;10.748587411001346;-1.05040655996942;-11.179661770676855;-0.1231368883254449;59.90835283333333;10.719835083333333;0.0;59.90835283333333;10.719835083333333;0.0;1777979057.4139297;-47.867;0.6661759433524669;0.67;-2.863;-0.987;158.585;-7.795;-2.359;23.756;59.90850115;10.719670616666667;0.0;-16.524056638117774;9.202611061989735;2.8009631960479453e-05;1777979057.303713;0.11021661758422852;0.0;0.0;0.0;0.0;5.3443948674409185;-9.32574795031518;2.767830394275208
2026-05-05_13:04:17:534460;1777979057.5344608;0.0;111.32649061201997;0.0;0.9680564401045214;0.0;0.9680564401045214;10.748587411001346;-1.05040655996942;-11.179661770676855;-0.1231368883254449;59.90835283333333;10.719835083333333;0.0;59.90835283333333;10.719835083333333;0.0;1777979057.5344608;-45.933;0.0;0.67;-2.109;-0.724;162.958;11.739;1.952;21.16;59.90850115;10.719670616666667;0.0;-16.524056638117774;9.202611061989735;2.8009631960479453e-05;1777979057.4139297;0.12053108215332031;0.0;0.0;0.0;0.0;5.3443948674409185;-9.32574795031518;2.844153642464919
2026-05-05_13:04:17:708297;1777979057.6993723;0.0;111.37273919404916;0.0;0.968458601687384;0.0;0.968458601687384;10.643721290120514;-1.052801543800658;-11.179661770676855;-0.1231368883254449;59.9083535;10.719833683333334;0.0;59.9083535;10.719833683333334;0.0;1777979057.6993723;-39.614;0.6545912826889458;0.67;1.327;-0.103;167.206;18.206;2.606;21.236;59.90850115;10.719670616666667;0.0;-16.4497830128078;9.12427491147048;2.7706787974146607e-05;1777979057.5344608;0.16491150856018066;0.0;0.0;0.0;0.0;5.270121242130944;-9.247411799795923;2.9182952290896385
2026-05-05_13:04:17:842663;1777979057.8245327;0.0;112.94299136132094;0.0;0.9821129683593125;0.0;0.9821129683593125;10.504606518095457;-1.0570494635639927;-11.179661770676855;-0.1231368883254449;59.908354466666665;10.719831916666667;0.0;59.908354466666665;10.719831916666667;0.0;1777979057.8245327;-31.375;1.1679922016216575;0.67;2.539;0.001;168.827;14.219;1.821;20.161;59.90850115;10.719670616666667;0.0;-16.342086216983795;9.025422120402983;2.7287914259765955e-05;1777979057.6993723;0.12516045570373535;0.0;0.0;0.0;0.0;5.1624244463069395;-9.148559008728427;2.9465870162644663
2026-05-05_13:04:17:930839;1777979057.9201956;0.0;110.99314225260491;0.0;0.9651577587183036;0.0;0.9651577587183036;10.504606518095457;-1.0570494635639927;-11.179661770676855;-0.1231368883254449;59.908354466666665;10.719831916666667;0.0;59.908354466666665;10.719831916666667;0.0;1777979057.9201956;-25.922;0.0;0.67;3.37;-0.096;171.148;3.131;-0.201;19.241;59.90850115;10.719670616666667;0.0;-16.342086216983795;9.025422120402983;2.7287914259765955e-05;1777979057.8245327;0.09566283226013184;0.0;0.0;0.0;0.0;5.1624244463069395;-9.148559008728427;2.9870961082032554
2026-05-05_13:04:18:024918;1777979058.023622;0.0;108.25458775671908;0.0;0.9413442413627746;0.0;0.9413442413627746;10.380892454571327;-1.0628435787669446;-11.179661770676855;-0.1231368883254449;59.90835548333333;10.719830516666667;0.0;59.90835548333333;10.719830516666667;0.0;1777979058.023622;-20.475;1.3315485010749448;0.67;2.149;-0.393;174.337;-12.776;-0.747;20.854;59.90850115;10.719670616666667;0.0;-16.228818831964904;8.947085883129564;2.688922632732016e-05;1777979057.9201956;0.10342645645141602;0.0;0.0;0.0;0.0;5.049157061288049;-9.070222771455008;3.042754658049354
2026-05-05_13:04:18:147644;1777979058.1371698;0.0;109.83311385214728;0.0;0.9550705552360633;0.0;0.9550705552360633;10.272777602240168;-1.0704157849835956;-11.179661770676855;-0.1231368883254449;59.90835656666667;10.7198295;0.0;59.90835656666667;10.7198295;0.0;1777979058.1371698;-20.472;1.1750938191668117;0.67;0.86;-0.449;176.114;-16.366;0.982;23.98;59.90850115;10.719670616666667;0.0;-16.108124013434775;8.890198764294889;2.650515310520518e-05;1777979058.023622;0.11354780197143555;0.0;0.0;0.0;0.0;4.92846224275792;-9.013335652620334;3.073769158857294
2026-05-05_13:04:18:249653;1777979058.2482321;0.0;107.80232328595112;0.0;0.9374115068343576;0.0;0.9374115068343576;10.272777602240168;-1.0704157849835956;-11.179661770676855;-0.1231368883254449;59.90835656666667;10.7198295;0.0;59.90835656666667;10.7198295;0.0;1777979058.2482321;-21.915;0.0;0.67;-0.985;-0.234;179.097;-13.591;2.344;25.723;59.90850115;10.719670616666667;0.0;-16.108124013434775;8.890198764294889;2.650515310520518e-05;1777979058.1371698;0.11106228828430176;0.0;0.0;0.0;0.0;4.92846224275792;-9.013335652620334;3.1258323304442843
2026-05-05_13:04:18:359135;1777979058.349989;0.0;112.40195979158028;0.0;0.9774083460137416;0.0;0.9774083460137416;10.272777602240168;-1.0704157849835956;-11.179661770676855;-0.1231368883254449;59.90835656666667;10.7198295;0.0;59.90835656666667;10.7198295;0.0;1777979058.349989;-22.599;0.0;0.67;-0.985;-0.234;179.097;-13.591;2.344;25.723;59.90850115;10.719670616666667;0.0;-16.108124013434775;8.890198764294889;2.650515310520518e-05;1777979058.2482321;0.10175681114196777;0.0;0.0;0.0;0.0;4.92846224275792;-9.013335652620334;3.1258323304442843
2026-05-05_13:04:18:461411;1777979058.4614115;0.0;112.29585711624186;0.0;0.9764857140542771;0.0;0.9764857140542771;10.163127633393351;-1.079901210051065;-11.179661770676855;-0.1231368883254449;59.9083578;10.7198286;0.0;59.9083578;10.7198286;0.0;1777979058.4614115;-24.034;1.3134149928096348;0.67;-0.985;-0.234;179.097;-13.591;2.344;25.723;59.90850115;10.719670616666667;0.0;-15.970717568380852;8.83983960589401;2.6090207532192267e-05;1777979058.349989;0.11142253875732422;0.0;0.0;0.0;0.0;4.791055797703997;-8.962976494219454;3.1258323304442843
2026-05-05_13:04:18:566957;1777979058.566957;0.0;94.19239989698926;0.0;0.8190643469303414;0.0;0.8190643469303414;10.043599880165974;-1.0894476743555277;-11.179661770676855;-0.1231368883254449;59.90835906666667;10.719827516666667;0.0;59.90835906666667;10.719827516666667;0.0;1777979058.566957;-32.708;1.4551852245320265;0.67;-1.506;2.279;-171.5;6.23;9.74;32.484;59.90850115;10.719670616666667;0.0;-15.829597456217401;8.779222162690559;2.5654876718128605e-05;1777979058.4614115;0.1055455207824707;0.0;0.0;0.0;0.0;4.649935685540546;-8.902359051016003;-2.993239667170275
2026-05-05_13:04:18:685019;1777979058.6850197;0.0;100.90766376044631;0.0;0.8774579457430114;0.0;0.8774579457430114;10.043599880165974;-1.0894476743555277;-11.179661770676855;-0.1231368883254449;59.90835906666667;10.719827516666667;0.0;59.90835906666667;10.719827516666667;0.0;1777979058.6850197;-38.652;0.0;0.67;-0.21;3.29;-167.5;10.536;6.797;33.85;59.90850115;10.719670616666667;0.0;-15.829597456217401;8.779222162690559;2.5654876718128605e-05;1777979058.566957;0.11806273460388184;0.0;0.0;0.0;0.0;4.649935685540546;-8.902359051016003;-2.923426497090502
2026-05-05_13:04:18:814723;1777979058.8018892;-1.877199683044035;0.0;-0.009385998415220176;0.0;-0.009385998415220176;0.0;9.91176373505295;-1.0979103949979714;-11.179661770676855;-0.1231368883254449;59.90836028333333;10.719826116666667;0.0;59.90836028333333;10.719826116666667;0.0;1777979058.8018892;-38.773;1.339592942150124;0.67;0.896;3.569;-164.753;11.898;0.955;34.638;59.90850115;10.719670616666667;0.0;-15.694047922018362;8.700885891341823;2.5212326328016843e-05;1777979058.6850197;0.11686944961547852;0.0;0.0;0.0;0.0;4.5143861513415064;-8.824022779667267;-2.8754823025382175
2026-05-05_13:04:18:942333;1777979058.9276745;-1.8846848921290598;0.0;-0.0094234244606453;0.0;-0.0094234244606453;0.0;9.91176373505295;-1.0979103949979714;-11.179661770676855;-0.1231368883254449;59.90836028333333;10.719826116666667;0.0;59.90836028333333;10.719826116666667;0.0;1777979058.9276745;-37.618;0.0;0.67;0.896;3.569;-164.753;11.898;0.955;34.638;59.90850115;10.719670616666667;0.0;-15.694047922018362;8.700885891341823;2.5212326328016843e-05;1777979058.8018892;0.12578535079956055;0.0;0.0;0.0;0.0;4.5143861513415064;-8.824022779667267;-2.8754823025382175
2026-05-05_13:04:19:040483;1777979059.0293436;-0.04437560910267768;0.0;-0.00022187804551338842;0.0;-0.00022187804551338842;0.0;9.777316490647168;-1.1049421838399405;-11.179661770676855;-0.1231368883254449;59.908361383333336;10.719824533333334;0.0;59.908361383333336;10.719824533333334;0.0;1777979059.0293436;-34.552;1.4873874047950788;0.67;2.986;2.446;-155.136;-2.731;-4.025;35.184;59.90850115;10.719670616666667;0.0;-15.571496327691458;8.612291377197282;2.4792663743333776e-05;1777979058.9276745;0.1016690731048584;0.0;0.0;0.0;0.0;4.391834557014603;-8.735428265522728;-2.707633988373923
2026-05-05_13:04:19:138373;1777979059.1314251;0.0;32.14381247628271;0.0;0.27951141283724096;0.0;0.27951141283724096;9.659170228202806;-1.111691128300338;-11.179661770676855;-0.1231368883254449;59.90836238333333;10.719823166666666;0.0;59.90836238333333;10.719823166666666;0.0;1777979059.1314251;-33.507;1.323746383595719;0.67;1.966;1.962;-150.73;-12.855;-1.79;37.885;59.90850115;10.719670616666667;0.0;-15.460085775041364;8.535820314494046;2.4419386975615964e-05;1777979059.0293436;0.1020815372467041;0.0;0.0;0.0;0.0;4.280424004364509;-8.65895720281949;-2.6307347815310527
2026-05-05_13:04:19:275758;1777979059.2334754;0.0;54.3183030584704;0.0;0.47233307007365566;0.0;0.47233307007365566;9.659170228202806;-1.111691128300338;-11.179661770676855;-0.1231368883254449;59.90836238333333;10.719823166666666;0.0;59.90836238333333;10.719823166666666;0.0;1777979059.2334754;-32.587;0.0;0.67;1.373;1.876;-149.183;-15.779;-1.125;38.783;59.90850115;10.719670616666667;0.0;-15.460085775041364;8.535820314494046;2.4419386975615964e-05;1777979059.1314251;0.1020503044128418;0.0;0.0;0.0;0.0;4.280424004364509;-8.65895720281949;-2.6037345380027004
2026-05-05_13:04:19:352390;1777979059.3399072;0.0;43.70257558258864;0.0;0.380022396370336;0.0;0.380022396370336;9.559904249377434;-1.119327273748425;-11.179661770676855;-0.1231368883254449;59.90836336666667;10.71982215;0.0;59.90836336666667;10.71982215;0.0;1777979059.3399072;-27.279;1.1598323570301303;0.67;-1.472;1.845;-142.818;-19.536;-0.888;39.996;59.90850115;10.719670616666667;0.0;-15.350532021963598;8.478933246484896;2.4079762399153992e-05;1777979059.2334754;0.10643172264099121;0.0;0.0;0.0;0.0;4.170870251286743;-8.60207013481034;-2.492644331113262
2026-05-05_13:04:19:450743;1777979059.450743;0.0;53.23555903216272;0.0;0.46291790462750193;0.0;0.46291790462750193;9.559904249377434;-1.119327273748425;-11.179661770676855;-0.1231368883254449;59.90836336666667;10.71982215;0.0;59.90836336666667;10.71982215;0.0;1777979059.450743;-25.652;0.0;0.67;-1.472;1.845;-142.818;-19.536;-0.888;39.996;59.90850115;10.719670616666667;0.0;-15.350532021963598;8.478933246484896;2.4079762399153992e-05;1777979059.3399072;0.11083579063415527;0.0;0.0;0.0;0.0;4.170870251286743;-8.60207013481034;-2.492644331113262
2026-05-05_13:04:19:583496;1777979059.5700886;0.0;33.911714642571546;0.0;0.29488447515279603;0.0;0.29488447515279603;9.473797193604483;-1.1275377495930865;-11.179661770676855;-0.1231368883254449;59.90836433333333;10.719821366666666;0.0;59.90836433333333;10.719821366666666;0.0;1777979059.5700886;-11.31;0.974267852030453;0.67;-4.159;0.224;-132.335;-0.413;-11.75;32.817;59.90850115;10.719670616666667;0.0;-15.242835084843323;8.435102176142998;2.3764295111305955e-05;1777979059.450743;0.11934566497802734;0.0;0.0;0.0;0.0;4.063173314166468;-8.558239064468442;-2.309681465626696
2026-05-05_13:04:19:681897;1777979059.6818972;0.0;43.77762368031626;0.0;0.3806749885244892;0.0;0.3806749885244892;9.407995636249439;-1.1375211082335195;-11.179661770676855;-0.1231368883254449;59.90836535;10.719821016666668;0.0;59.90836535;10.719821016666668;0.0;1777979059.6818972;1.487;1.0280801797161991;0.67;-4.041;-0.176;-131.079;2.752;-12.155;30.947;59.90850115;10.719670616666667;0.0;-15.12956755698707;8.415517933773968;2.346883024539892e-05;1777979059.5700886;0.11180853843688965;0.0;0.0;0.0;-0.0;3.9499057863102145;-8.538654822099414;-2.2877601302216473
2026-05-05_13:04:19:792469;1777979059.7859075;0.0;39.92003714296524;0.0;0.34713075776491514;0.0;0.34713075776491514;9.407995636249439;-1.1375211082335195;-11.179661770676855;-0.1231368883254449;59.90836535;10.719821016666668;0.0;59.90836535;10.719821016666668;0.0;1777979059.7859075;4.869;0.0;0.67;-2.982;-1.2;-127.762;11.425;-8.837;25.774;59.90850115;10.719670616666667;0.0;-15.12956755698707;8.415517933773968;2.346883024539892e-05;1777979059.6818972;0.10401034355163574;0.0;0.0;0.0;-0.0;3.9499057863102145;-8.538654822099414;-2.2298675589329955
